Fichier,Nombre de lignes de code,Densité de commentaires,Nombre de fonctions,Couplage entre les classes,Couverture des tests,Dette technique,Nombre de défauts,Lisibilité du code,Nombre de lignes vides,Nombre de lignes de code en majuscules,Nombre d'occurrences de 'TODO',Méthode Longue,Spaghetti Code,Message Chains,Couplage Élevé,Large Class
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\CSVSmellTracker\src\test\resources\neo4jSmellQueryTest\databases\graph.db\neostore.nodestore.db.labels.id,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\CSVSmellTracker\src\test\resources\neo4jSmellQueryTest\databases\graph.db\neostore.propertystore.db,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\CSVSmellTracker\src\test\resources\neo4jSmellQueryTest\databases\graph.db\neostore.propertystore.db.arrays,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\CSVSmellTracker\src\test\resources\neo4jSmellQueryTest\databases\graph.db\neostore.propertystore.db.arrays.id,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\CSVSmellTracker\src\test\resources\neo4jSmellQueryTest\databases\graph.db\neostore.propertystore.db.id,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\CSVSmellTracker\src\test\resources\neo4jSmellQueryTest\databases\graph.db\neostore.propertystore.db.index,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\CSVSmellTracker\src\test\resources\neo4jSmellQueryTest\databases\graph.db\neostore.propertystore.db.index.id,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\CSVSmellTracker\src\test\resources\neo4jSmellQueryTest\databases\graph.db\neostore.propertystore.db.index.keys,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\CSVSmellTracker\src\test\resources\neo4jSmellQueryTest\databases\graph.db\neostore.propertystore.db.index.keys.id,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\CSVSmellTracker\src\test\resources\neo4jSmellQueryTest\databases\graph.db\neostore.propertystore.db.strings,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\CSVSmellTracker\src\test\resources\neo4jSmellQueryTest\databases\graph.db\neostore.propertystore.db.strings.id,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\CSVSmellTracker\src\test\resources\neo4jSmellQueryTest\databases\graph.db\neostore.relationshipgroupstore.db,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\CSVSmellTracker\src\test\resources\neo4jSmellQueryTest\databases\graph.db\neostore.relationshipgroupstore.db.id,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\CSVSmellTracker\src\test\resources\neo4jSmellQueryTest\databases\graph.db\neostore.relationshipstore.db,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\CSVSmellTracker\src\test\resources\neo4jSmellQueryTest\databases\graph.db\neostore.relationshipstore.db.id,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\CSVSmellTracker\src\test\resources\neo4jSmellQueryTest\databases\graph.db\neostore.relationshiptypestore.db,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\CSVSmellTracker\src\test\resources\neo4jSmellQueryTest\databases\graph.db\neostore.relationshiptypestore.db.id,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\CSVSmellTracker\src\test\resources\neo4jSmellQueryTest\databases\graph.db\neostore.relationshiptypestore.db.names,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\CSVSmellTracker\src\test\resources\neo4jSmellQueryTest\databases\graph.db\neostore.relationshiptypestore.db.names.id,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\CSVSmellTracker\src\test\resources\neo4jSmellQueryTest\databases\graph.db\neostore.schemastore.db,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\CSVSmellTracker\src\test\resources\neo4jSmellQueryTest\databases\graph.db\neostore.schemastore.db.id,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\CSVSmellTracker\src\test\resources\neo4jSmellQueryTest\databases\graph.db\neostore.transaction.db.0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\CSVSmellTracker\src\test\resources\neo4jSmellQueryTest\databases\graph.db\store_lock,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\CSVSmellTracker\src\test\resources\neo4jSmellQueryTest\databases\graph.db\schema\label\lucene\labelStore\failure-message,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\CSVSmellTracker\src\test\resources\neo4jSmellQueryTest\databases\graph.db\schema\label\lucene\labelStore\1\write.lock,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\CSVSmellTracker\src\test\resources\smellParsing\Clover\logFile,1004,0.0,0,0,0,0,0,0,1,0,0,1,1,1005,0,1
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\CSVSmellTracker\src\test\resources\smellParsing\Clover\devs\COMMITS.csv,1004,0.0,0,0,0,0,0,0,1,3,0,1,1,1005,0,1
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\CSVSmellTracker\src\test\resources\smellParsing\Clover\metrics\metrics-perDev-perCommit-perSmell.csv,902,0.0,0,0,0,0,0,0,1,640,0,1,0,903,0,1
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\CSVSmellTracker\src\test\resources\smellParsing\Clover\metrics\metrics-perDev-perSmell.csv,10,0.0,0,0,0,0,0,0,1,42,0,0,0,11,0,0
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\CSVSmellTracker\src\test\resources\smellParsing\Clover\metrics\metrics-perDev.csv,16,0.0,0,0,0,0,0,0,1,3,0,0,0,17,0,0
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\CSVSmellTracker\src\test\resources\smellParsing\Clover\smells\2017_8_13_2_4_HMU.csv,3832,0.0,0,0,0,0,0,0,1,0,0,1,1,3833,0,1
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\CSVSmellTracker\src\test\resources\smellParsing\Clover\smells\2017_8_13_2_4_IGS.csv,16115,0.0,0,0,0,0,0,0,1,0,0,1,1,16116,0,1
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\CSVSmellTracker\src\test\resources\smellParsing\Clover\smells\2017_8_13_2_4_IOD.csv,2409,0.0,0,0,0,0,0,0,1,0,0,1,1,2410,0,1
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\CSVSmellTracker\src\test\resources\smellParsing\Clover\smells\2017_8_13_2_4_IWR.csv,961,0.0,0,0,0,0,0,0,1,0,0,1,0,962,0,1
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\CSVSmellTracker\src\test\resources\smellParsing\Clover\smells\2017_8_13_2_4_LIC.csv,216827,0.0,0,0,0,0,0,0,1,0,0,1,1,216828,0,1
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\CSVSmellTracker\src\test\resources\smellParsing\Clover\smells\2017_8_13_2_4_MIM.csv,201297,0.0,0,0,0,0,0,0,1,0,0,1,1,201298,0,1
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\CSVSmellTracker\src\test\resources\smellParsing\Clover\smells\2017_8_13_2_4_NLMR.csv,4914,0.0,0,0,0,0,0,0,1,0,0,1,1,4915,0,1
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\CSVSmellTracker\src\test\resources\smellParsing\Clover\smells\2017_8_13_2_4_NOSMELL.csv,28,0.0,0,0,0,0,0,0,1,0,0,1,0,29,0,0
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\CSVSmellTracker\src\test\resources\smellParsing\Clover\smells\2017_8_13_2_4_UCS.csv,875,0.0,0,0,0,0,0,0,1,0,0,1,0,876,0,1
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\CSVSmellTracker\src\test\resources\smellParsing\Clover\smells\2017_8_13_2_4_UHA.csv,1534,0.0,0,0,0,0,0,0,1,0,0,1,1,1535,0,1
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\CSVSmellTracker\src\test\resources\smellParsing\Clover\smells\2017_8_13_2_4_UIO.csv,2776,0.0,0,0,0,0,0,0,1,0,0,1,1,2777,0,1
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\CSVSmellTracker\src\test\resources\smellParsing\orWall\logFile,598,0.0,0,0,0,0,0,0,1,0,0,1,0,599,0,1
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\CSVSmellTracker\src\test\resources\smellParsing\orWall\devs\COMMITS.csv,599,0.0,0,0,0,0,0,0,1,0,0,1,0,600,0,1
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\CSVSmellTracker\src\test\resources\smellParsing\orWall\metrics\metrics-perDev-perCommit-perSmell.csv,581,0.0,0,0,0,0,0,0,1,440,0,1,0,582,0,1
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\CSVSmellTracker\src\test\resources\smellParsing\orWall\metrics\metrics-perDev-perSmell.csv,10,0.0,0,0,0,0,0,0,1,32,0,0,0,11,0,0
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\CSVSmellTracker\src\test\resources\smellParsing\orWall\metrics\metrics-perDev.csv,11,0.0,0,0,0,0,0,0,1,2,0,0,0,12,0,0
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\CSVSmellTracker\src\test\resources\smellParsing\orWall\smells\2017_8_9_11_3_HMU.csv,445,0.0,0,0,0,0,0,0,1,0,0,1,0,446,0,1
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\CSVSmellTracker\src\test\resources\smellParsing\orWall\smells\2017_8_9_11_3_IGS.csv,455,0.0,0,0,0,0,0,0,1,0,0,1,0,456,0,1
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\CSVSmellTracker\src\test\resources\smellParsing\orWall\smells\2017_8_9_11_3_IOD.csv,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\CSVSmellTracker\src\test\resources\smellParsing\orWall\smells\2017_8_9_11_3_IWR.csv,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\CSVSmellTracker\src\test\resources\smellParsing\orWall\smells\2017_8_9_11_3_LIC.csv,9957,0.0,0,0,0,0,0,0,1,0,0,1,1,9958,0,1
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\CSVSmellTracker\src\test\resources\smellParsing\orWall\smells\2017_8_9_11_3_MIM.csv,1970,0.0,0,0,0,0,0,0,1,0,0,1,1,1971,0,1
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\CSVSmellTracker\src\test\resources\smellParsing\orWall\smells\2017_8_9_11_3_NLMR.csv,1146,0.0,0,0,0,0,0,0,1,0,0,1,1,1147,0,1
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\CSVSmellTracker\src\test\resources\smellParsing\orWall\smells\2017_8_9_11_3_NOSMELL.csv,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\CSVSmellTracker\src\test\resources\smellParsing\orWall\smells\2017_8_9_11_3_UCS.csv,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\CSVSmellTracker\src\test\resources\smellParsing\orWall\smells\2017_8_9_11_3_UHA.csv,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\CSVSmellTracker\src\test\resources\smellParsing\orWall\smells\2017_8_9_11_3_UIO.csv,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\CSVSmellTracker\src\test\resources\smellParsing\sigfood\logFile,92,0.0,0,0,0,0,0,0,1,0,0,1,0,93,0,0
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\CSVSmellTracker\src\test\resources\smellParsing\sigfood\devs\COMMITS.csv,93,0.0,0,0,0,0,0,0,1,0,0,1,0,94,0,0
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\CSVSmellTracker\src\test\resources\smellParsing\sigfood\metrics\metrics-perDev-perCommit-perSmell.csv,6,0.0,0,0,0,0,0,0,1,80,0,0,0,7,0,0
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\CSVSmellTracker\src\test\resources\smellParsing\sigfood\metrics\metrics-perDev-perSmell.csv,10,0.0,0,0,0,0,0,0,1,14,0,0,0,11,0,0
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\CSVSmellTracker\src\test\resources\smellParsing\sigfood\metrics\metrics-perDev.csv,2,0.0,0,0,0,0,0,0,1,2,0,0,0,3,0,0
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\CSVSmellTracker\src\test\resources\smellParsing\sigfood\smells\2017_8_9_11_9_HMU.csv,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\CSVSmellTracker\src\test\resources\smellParsing\sigfood\smells\2017_8_9_11_9_IGS.csv,14,0.0,0,0,0,0,0,0,1,0,0,0,0,15,0,0
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\CSVSmellTracker\src\test\resources\smellParsing\sigfood\smells\2017_8_9_11_9_IOD.csv,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\CSVSmellTracker\src\test\resources\smellParsing\sigfood\smells\2017_8_9_11_9_IWR.csv,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\CSVSmellTracker\src\test\resources\smellParsing\sigfood\smells\2017_8_9_11_9_LIC.csv,196,0.0,0,0,0,0,0,0,1,0,0,1,0,197,0,1
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\CSVSmellTracker\src\test\resources\smellParsing\sigfood\smells\2017_8_9_11_9_MIM.csv,21,0.0,0,0,0,0,0,0,1,0,0,1,0,22,0,0
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\CSVSmellTracker\src\test\resources\smellParsing\sigfood\smells\2017_8_9_11_9_NLMR.csv,21,0.0,0,0,0,0,0,0,1,0,0,1,0,22,0,0
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\CSVSmellTracker\src\test\resources\smellParsing\sigfood\smells\2017_8_9_11_9_NOSMELL.csv,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\CSVSmellTracker\src\test\resources\smellParsing\sigfood\smells\2017_8_9_11_9_UCS.csv,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\CSVSmellTracker\src\test\resources\smellParsing\sigfood\smells\2017_8_9_11_9_UHA.csv,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\CSVSmellTracker\src\test\resources\smellParsing\sigfood\smells\2017_8_9_11_9_UIO.csv,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\CSVSmellTracker\src\test\resources\smellParsing\Yaaic\logFile,1062,0.0,0,0,0,0,0,0,1,0,0,1,1,1063,0,1
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\CSVSmellTracker\src\test\resources\smellParsing\Yaaic\devs\COMMITS.csv,1063,0.0,0,0,0,0,0,0,1,0,0,1,1,1064,0,1
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\CSVSmellTracker\src\test\resources\smellParsing\Yaaic\metrics\metrics-perDev-perCommit-perSmell.csv,113,0.0,0,0,0,0,0,0,1,120,0,1,0,114,0,1
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\CSVSmellTracker\src\test\resources\smellParsing\Yaaic\metrics\metrics-perDev-perSmell.csv,10,0.0,0,0,0,0,0,0,1,16,0,0,0,11,0,0
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\CSVSmellTracker\src\test\resources\smellParsing\Yaaic\metrics\metrics-perDev.csv,3,0.0,0,0,0,0,0,0,1,2,0,0,0,4,0,0
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\CSVSmellTracker\src\test\resources\smellParsing\Yaaic\smells\2017_7_26_20_2_HMU.csv,520,0.0,0,0,0,0,0,0,1,0,0,1,0,521,0,1
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\CSVSmellTracker\src\test\resources\smellParsing\Yaaic\smells\2017_7_26_20_2_IGS.csv,1974,0.0,0,0,0,0,0,0,1,0,0,1,1,1975,0,1
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\CSVSmellTracker\src\test\resources\smellParsing\Yaaic\smells\2017_7_26_20_2_IOD.csv,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\CSVSmellTracker\src\test\resources\smellParsing\Yaaic\smells\2017_7_26_20_2_IWR.csv,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\CSVSmellTracker\src\test\resources\smellParsing\Yaaic\smells\2017_7_26_20_2_LIC.csv,2677,0.0,0,0,0,0,0,0,1,0,0,1,1,2678,0,1
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\CSVSmellTracker\src\test\resources\smellParsing\Yaaic\smells\2017_7_26_20_2_MIM.csv,13822,0.0,0,0,0,0,0,0,1,0,0,1,1,13823,0,1
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\CSVSmellTracker\src\test\resources\smellParsing\Yaaic\smells\2017_7_26_20_2_NLMR.csv,1341,0.0,0,0,0,0,0,0,1,0,0,1,1,1342,0,1
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\CSVSmellTracker\src\test\resources\smellParsing\Yaaic\smells\2017_7_26_20_2_NOSMELL.csv,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\CSVSmellTracker\src\test\resources\smellParsing\Yaaic\smells\2017_7_26_20_2_UCS.csv,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\CSVSmellTracker\src\test\resources\smellParsing\Yaaic\smells\2017_7_26_20_2_UHA.csv,31,0.0,0,0,0,0,0,0,1,0,0,1,0,32,0,0
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\CSVSmellTracker\src\test\resources\smellParsing\Yaaic\smells\2017_7_26_20_2_UIO.csv,114,0.0,0,0,0,0,0,0,1,0,0,1,0,115,0,1
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\GitHubMiner\.gitignore,37,0.32432432432432434,0,0,0,0,0,0,13,1,0,1,0,38,0,0
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\GitHubMiner\build.gradle,31,0.0,0,0,0,0,0,0,9,1,0,1,0,32,0,0
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\GitHubMiner\gradlew,150,0.14666666666666667,0,0,0,0,0,0,22,54,0,1,0,151,0,1
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\GitHubMiner\gradlew.bat,60,0.0,0,0,0,0,0,0,24,20,0,1,0,61,0,0
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\GitHubMiner\pom.xml,66,0.0,0,0,0,0,0,0,5,4,0,1,0,67,0,0
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\GitHubMiner\README.md,14,0.14285714285714285,0,0,0,0,0,0,8,0,0,0,0,15,0,0
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\GitHubMiner\settings.gradle,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\GitHubMiner\gradle\wrapper\gradle-wrapper.jar,387,0.00516795865633075,0,0,0,0,0,0,1,1347,0,1,1,1548,0,1
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\GitHubMiner\gradle\wrapper\gradle-wrapper.properties,5,0.0,0,0,0,0,0,0,1,1,0,0,0,6,0,0
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\GitHubMiner\src\main\java\fr\inria\sniffer\githubminer\ContentFetcher.java,22,0.0,0,0,0,0,0,0,7,0,0,1,0,23,0,0
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\GitHubMiner\src\main\java\fr\inria\sniffer\githubminer\Converter.java,61,0.0,0,0,0,0,0,0,15,10,0,1,0,62,0,0
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\GitHubMiner\src\main\java\fr\inria\sniffer\githubminer\Fetcher.java,464,0.0,0,0,0,0,0,0,48,25,1,1,0,465,0,1
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\GitHubMiner\src\main\java\fr\inria\sniffer\githubminer\Main.java,46,0.0,0,0,0,0,0,0,15,1,0,1,0,47,0,0
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\GitHubMiner\src\main\java\fr\inria\sniffer\githubminer\model\Commit.java,104,0.0,0,0,0,0,0,0,28,0,0,1,0,105,0,1
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\GitHubMiner\src\main\java\fr\inria\sniffer\githubminer\model\Developer.java,151,0.0,0,0,0,0,0,0,35,23,0,1,0,152,0,1
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\GitHubMiner\src\main\java\fr\inria\sniffer\githubminer\model\FileModification.java,54,0.0,0,0,0,0,0,0,15,0,0,1,0,55,0,0
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\GitHubMiner\src\main\java\fr\inria\sniffer\githubminer\model\FileStatus.java,6,0.0,0,0,0,0,0,0,2,3,0,0,0,7,0,0
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\GitHubMiner\src\main\java\fr\inria\sniffer\githubminer\model\Issue.java,117,0.0,0,0,0,0,0,0,28,0,0,1,0,118,0,1
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\GitHubMiner\src\main\java\fr\inria\sniffer\githubminer\model\IssueComment.java,65,0.0,0,0,0,0,0,0,17,0,0,1,0,66,0,0
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\GitHubMiner\src\main\java\fr\inria\sniffer\githubminer\model\IssueEvent.java,5,0.0,0,0,0,0,0,0,2,0,0,0,0,6,0,0
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\GitHubMiner\src\main\java\fr\inria\sniffer\githubminer\model\IssueLabel.java,44,0.0,0,0,0,0,0,0,11,11,0,1,0,45,0,0
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\GitHubMiner\src\main\java\fr\inria\sniffer\githubminer\model\Milestone.java,136,0.0,0,0,0,0,0,0,36,12,0,1,0,137,0,1
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\GitHubMiner\src\main\java\fr\inria\sniffer\githubminer\model\PullRequest.java,155,0.0,0,0,0,0,0,0,41,10,0,1,0,156,0,1
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\GitHubMiner\src\main\java\fr\inria\sniffer\githubminer\model\PullRequestCommit.java,20,0.0,0,0,0,0,0,0,6,0,0,0,0,21,0,0
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\GitHubMiner\src\main\java\fr\inria\sniffer\githubminer\model\Repository.java,138,0.0,0,0,0,0,0,0,43,10,0,1,0,139,0,1
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\GitHubMiner\src\main\java\fr\inria\sniffer\githubminer\model\State.java,6,0.0,0,0,0,0,0,0,2,3,0,0,0,7,0,0
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\GitHubMiner\src\main\java\fr\inria\sniffer\githubminer\neo4j\CommitsQuery.java,24,0.0,0,0,0,0,0,0,8,2,0,1,0,25,0,0
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\GitHubMiner\src\main\java\fr\inria\sniffer\githubminer\neo4j\DatabaseManager.java,59,0.0,0,0,0,0,0,0,9,2,0,1,0,60,0,0
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\GitHubMiner\src\main\java\fr\inria\sniffer\githubminer\neo4j\ModelToGraph.java,254,0.0,0,0,0,0,0,0,35,19,0,1,0,255,0,1
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\GitHubMiner\src\main\java\fr\inria\sniffer\githubminer\neo4j\Query.java,29,0.0,0,0,0,0,0,0,8,15,0,1,0,30,0,0
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\GitHubMiner\src\main\java\fr\inria\sniffer\githubminer\neo4j\QueryEngine.java,192,0.0,0,0,0,0,0,0,26,21,0,1,0,193,0,1
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\GitHubMiner\src\main\java\fr\inria\sniffer\githubminer\neo4j\RelationTypes.java,7,0.0,0,0,0,0,0,0,3,3,0,0,0,8,0,0
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\gradle\wrapper\gradle-wrapper.jar,376,0.0,0,0,0,0,0,0,3,1392,0,1,1,1501,0,1
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\gradle\wrapper\gradle-wrapper.properties,4,0.0,0,0,0,0,0,0,1,0,0,0,0,5,0,0
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\output\.gitignore,1,0.0,0,0,0,0,0,0,1,0,0,0,0,2,0,0
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\ProjectProfiler\.gitignore,3,0.0,0,0,0,0,0,0,1,0,0,0,0,4,0,0
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\ProjectProfiler\README.md,5,0.0,0,0,0,0,0,0,3,0,0,0,0,6,0,0
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\ProjectProfiler\requirements.txt,5,0.4,0,0,0,0,0,0,2,0,0,0,0,6,0,0
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\ProjectProfiler\setup.py,30,0.0,1,0,0,0,0,0,6,7,0,1,0,32,0,0
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\ProjectProfiler\standalone_random.py,266,0.05263157894736842,19,0,0,0,0,0,46,15,0,1,0,286,1,1
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\ProjectProfiler\project_profiler\__init__.py,1,0.0,0,0,0,0,0,0,2,0,0,0,0,2,0,0
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\ProjectProfiler\project_profiler\__main__.py,67,0.08955223880597014,4,0,0,0,0,0,20,6,3,1,0,72,0,0
