Fichier,Nombre de lignes de code,Densité de commentaires,Nombre de fonctions,Couplage entre les classes,Couverture des tests,Dette technique,Nombre de défauts,Lisibilité du code,Nombre de lignes vides,Nombre de lignes de code en majuscules,Nombre d'occurrences de 'TODO',Méthode Longue,Spaghetti Code,Message Chains,Couplage Élevé,Large Class,Type
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\CSVSmellTracker\src\test\resources\smellParsing\orWall\logFile,598,0.0,0,0,0,0,0,0,1,0,0,1,0,599,0,1,Type2
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\CSVSmellTracker\src\test\resources\smellParsing\orWall\devs\COMMITS.csv,599,0.0,0,0,0,0,0,0,1,0,0,1,0,600,0,1,Type2
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\CSVSmellTracker\src\test\resources\smellParsing\orWall\metrics\metrics-perDev-perCommit-perSmell.csv,581,0.0,0,0,0,0,0,0,1,440,0,1,0,582,0,1,Type2
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\CSVSmellTracker\src\test\resources\smellParsing\orWall\metrics\metrics-perDev-perSmell.csv,10,0.0,0,0,0,0,0,0,1,32,0,0,0,11,0,0,Type2
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\CSVSmellTracker\src\test\resources\smellParsing\orWall\metrics\metrics-perDev.csv,11,0.0,0,0,0,0,0,0,1,2,0,0,0,12,0,0,Type2
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\CSVSmellTracker\src\test\resources\smellParsing\orWall\smells\2017_8_9_11_3_HMU.csv,445,0.0,0,0,0,0,0,0,1,0,0,1,0,446,0,1,Type2
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\CSVSmellTracker\src\test\resources\smellParsing\orWall\smells\2017_8_9_11_3_IGS.csv,455,0.0,0,0,0,0,0,0,1,0,0,1,0,456,0,1,Type2
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\CSVSmellTracker\src\test\resources\smellParsing\orWall\smells\2017_8_9_11_3_IOD.csv,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Type2
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\CSVSmellTracker\src\test\resources\smellParsing\orWall\smells\2017_8_9_11_3_IWR.csv,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Type2
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\CSVSmellTracker\src\test\resources\smellParsing\orWall\smells\2017_8_9_11_3_LIC.csv,9957,0.0,0,0,0,0,0,0,1,0,0,1,1,9958,0,1,Type2
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\CSVSmellTracker\src\test\resources\smellParsing\orWall\smells\2017_8_9_11_3_MIM.csv,1970,0.0,0,0,0,0,0,0,1,0,0,1,1,1971,0,1,Type2
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\CSVSmellTracker\src\test\resources\smellParsing\orWall\smells\2017_8_9_11_3_NLMR.csv,1146,0.0,0,0,0,0,0,0,1,0,0,1,1,1147,0,1,Type2
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\CSVSmellTracker\src\test\resources\smellParsing\orWall\smells\2017_8_9_11_3_NOSMELL.csv,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Type2
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\CSVSmellTracker\src\test\resources\smellParsing\orWall\smells\2017_8_9_11_3_UCS.csv,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Type2
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\CSVSmellTracker\src\test\resources\smellParsing\orWall\smells\2017_8_9_11_3_UHA.csv,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Type2
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\CSVSmellTracker\src\test\resources\smellParsing\orWall\smells\2017_8_9_11_3_UIO.csv,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Type2
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\CSVSmellTracker\src\test\resources\smellParsing\sigfood\logFile,92,0.0,0,0,0,0,0,0,1,0,0,1,0,93,0,0,Type2
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\CSVSmellTracker\src\test\resources\smellParsing\sigfood\devs\COMMITS.csv,93,0.0,0,0,0,0,0,0,1,0,0,1,0,94,0,0,Type2
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\CSVSmellTracker\src\test\resources\smellParsing\sigfood\metrics\metrics-perDev-perCommit-perSmell.csv,6,0.0,0,0,0,0,0,0,1,80,0,0,0,7,0,0,Type2
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\CSVSmellTracker\src\test\resources\smellParsing\sigfood\metrics\metrics-perDev-perSmell.csv,10,0.0,0,0,0,0,0,0,1,14,0,0,0,11,0,0,Type2
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\CSVSmellTracker\src\test\resources\smellParsing\sigfood\metrics\metrics-perDev.csv,2,0.0,0,0,0,0,0,0,1,2,0,0,0,3,0,0,Type2
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\CSVSmellTracker\src\test\resources\smellParsing\sigfood\smells\2017_8_9_11_9_HMU.csv,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Type2
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\CSVSmellTracker\src\test\resources\smellParsing\sigfood\smells\2017_8_9_11_9_IGS.csv,14,0.0,0,0,0,0,0,0,1,0,0,0,0,15,0,0,Type2
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\CSVSmellTracker\src\test\resources\smellParsing\sigfood\smells\2017_8_9_11_9_IOD.csv,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Type2
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\CSVSmellTracker\src\test\resources\smellParsing\sigfood\smells\2017_8_9_11_9_IWR.csv,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Type2
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\CSVSmellTracker\src\test\resources\smellParsing\sigfood\smells\2017_8_9_11_9_LIC.csv,196,0.0,0,0,0,0,0,0,1,0,0,1,0,197,0,1,Type2
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\CSVSmellTracker\src\test\resources\smellParsing\sigfood\smells\2017_8_9_11_9_MIM.csv,21,0.0,0,0,0,0,0,0,1,0,0,1,0,22,0,0,Type2
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\CSVSmellTracker\src\test\resources\smellParsing\sigfood\smells\2017_8_9_11_9_NLMR.csv,21,0.0,0,0,0,0,0,0,1,0,0,1,0,22,0,0,Type2
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\CSVSmellTracker\src\test\resources\smellParsing\sigfood\smells\2017_8_9_11_9_NOSMELL.csv,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Type2
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\CSVSmellTracker\src\test\resources\smellParsing\sigfood\smells\2017_8_9_11_9_UCS.csv,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Type2
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\CSVSmellTracker\src\test\resources\smellParsing\sigfood\smells\2017_8_9_11_9_UHA.csv,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Type2
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\CSVSmellTracker\src\test\resources\smellParsing\sigfood\smells\2017_8_9_11_9_UIO.csv,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Type2
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\CSVSmellTracker\src\test\resources\smellParsing\Yaaic\logFile,1062,0.0,0,0,0,0,0,0,1,0,0,1,1,1063,0,1,Type2
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\CSVSmellTracker\src\test\resources\smellParsing\Yaaic\devs\COMMITS.csv,1063,0.0,0,0,0,0,0,0,1,0,0,1,1,1064,0,1,Type2
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\CSVSmellTracker\src\test\resources\smellParsing\Yaaic\metrics\metrics-perDev-perCommit-perSmell.csv,113,0.0,0,0,0,0,0,0,1,120,0,1,0,114,0,1,Type2
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\CSVSmellTracker\src\test\resources\smellParsing\Yaaic\metrics\metrics-perDev-perSmell.csv,10,0.0,0,0,0,0,0,0,1,16,0,0,0,11,0,0,Type2
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\CSVSmellTracker\src\test\resources\smellParsing\Yaaic\metrics\metrics-perDev.csv,3,0.0,0,0,0,0,0,0,1,2,0,0,0,4,0,0,Type2
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\CSVSmellTracker\src\test\resources\smellParsing\Yaaic\smells\2017_7_26_20_2_HMU.csv,520,0.0,0,0,0,0,0,0,1,0,0,1,0,521,0,1,Type2
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\CSVSmellTracker\src\test\resources\smellParsing\Yaaic\smells\2017_7_26_20_2_IGS.csv,1974,0.0,0,0,0,0,0,0,1,0,0,1,1,1975,0,1,Type2
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\CSVSmellTracker\src\test\resources\smellParsing\Yaaic\smells\2017_7_26_20_2_IOD.csv,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Type2
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\CSVSmellTracker\src\test\resources\smellParsing\Yaaic\smells\2017_7_26_20_2_IWR.csv,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Type2
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\CSVSmellTracker\src\test\resources\smellParsing\Yaaic\smells\2017_7_26_20_2_LIC.csv,2677,0.0,0,0,0,0,0,0,1,0,0,1,1,2678,0,1,Type2
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\CSVSmellTracker\src\test\resources\smellParsing\Yaaic\smells\2017_7_26_20_2_MIM.csv,13822,0.0,0,0,0,0,0,0,1,0,0,1,1,13823,0,1,Type2
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\CSVSmellTracker\src\test\resources\smellParsing\Yaaic\smells\2017_7_26_20_2_NLMR.csv,1341,0.0,0,0,0,0,0,0,1,0,0,1,1,1342,0,1,Type2
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\CSVSmellTracker\src\test\resources\smellParsing\Yaaic\smells\2017_7_26_20_2_NOSMELL.csv,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Type2
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\CSVSmellTracker\src\test\resources\smellParsing\Yaaic\smells\2017_7_26_20_2_UCS.csv,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Type2
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\CSVSmellTracker\src\test\resources\smellParsing\Yaaic\smells\2017_7_26_20_2_UHA.csv,31,0.0,0,0,0,0,0,0,1,0,0,1,0,32,0,0,Type2
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\CSVSmellTracker\src\test\resources\smellParsing\Yaaic\smells\2017_7_26_20_2_UIO.csv,114,0.0,0,0,0,0,0,0,1,0,0,1,0,115,0,1,Type2
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\GitHubMiner\.gitignore,37,0.3243243243243243,0,0,0,0,0,0,13,1,0,1,0,38,0,0,Type2
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\GitHubMiner\build.gradle,31,0.0,0,0,0,0,0,0,9,1,0,1,0,32,0,0,Type2
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\GitHubMiner\gradlew,150,0.1466666666666666,0,0,0,0,0,0,22,54,0,1,0,151,0,1,Type2
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\GitHubMiner\gradlew.bat,60,0.0,0,0,0,0,0,0,24,20,0,1,0,61,0,0,Type2
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\GitHubMiner\pom.xml,66,0.0,0,0,0,0,0,0,5,4,0,1,0,67,0,0,Type2
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\GitHubMiner\README.md,14,0.1428571428571428,0,0,0,0,0,0,8,0,0,0,0,15,0,0,Type2
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\GitHubMiner\settings.gradle,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Type2
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\GitHubMiner\gradle\wrapper\gradle-wrapper.jar,387,0.0051679586563307,0,0,0,0,0,0,1,1347,0,1,1,1548,0,1,Type2
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\GitHubMiner\gradle\wrapper\gradle-wrapper.properties,5,0.0,0,0,0,0,0,0,1,1,0,0,0,6,0,0,Type2
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\GitHubMiner\src\main\java\fr\inria\sniffer\githubminer\ContentFetcher.java,22,0.0,0,0,0,0,0,0,7,0,0,1,0,23,0,0,Type2
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\GitHubMiner\src\main\java\fr\inria\sniffer\githubminer\Converter.java,61,0.0,0,0,0,0,0,0,15,10,0,1,0,62,0,0,Type2
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\GitHubMiner\src\main\java\fr\inria\sniffer\githubminer\Fetcher.java,464,0.0,0,0,0,0,0,0,48,25,1,1,0,465,0,1,Type2
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\GitHubMiner\src\main\java\fr\inria\sniffer\githubminer\Main.java,46,0.0,0,0,0,0,0,0,15,1,0,1,0,47,0,0,Type2
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\GitHubMiner\src\main\java\fr\inria\sniffer\githubminer\model\Commit.java,104,0.0,0,0,0,0,0,0,28,0,0,1,0,105,0,1,Type2
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\GitHubMiner\src\main\java\fr\inria\sniffer\githubminer\model\Developer.java,151,0.0,0,0,0,0,0,0,35,23,0,1,0,152,0,1,Type2
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\GitHubMiner\src\main\java\fr\inria\sniffer\githubminer\model\FileModification.java,54,0.0,0,0,0,0,0,0,15,0,0,1,0,55,0,0,Type2
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\GitHubMiner\src\main\java\fr\inria\sniffer\githubminer\model\FileStatus.java,6,0.0,0,0,0,0,0,0,2,3,0,0,0,7,0,0,Type2
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\GitHubMiner\src\main\java\fr\inria\sniffer\githubminer\model\Issue.java,117,0.0,0,0,0,0,0,0,28,0,0,1,0,118,0,1,Type2
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\GitHubMiner\src\main\java\fr\inria\sniffer\githubminer\model\IssueComment.java,65,0.0,0,0,0,0,0,0,17,0,0,1,0,66,0,0,Type2
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\GitHubMiner\src\main\java\fr\inria\sniffer\githubminer\model\IssueEvent.java,5,0.0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,Type2
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\GitHubMiner\src\main\java\fr\inria\sniffer\githubminer\model\IssueLabel.java,44,0.0,0,0,0,0,0,0,11,11,0,1,0,45,0,0,Type2
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\GitHubMiner\src\main\java\fr\inria\sniffer\githubminer\model\Milestone.java,136,0.0,0,0,0,0,0,0,36,12,0,1,0,137,0,1,Type2
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\GitHubMiner\src\main\java\fr\inria\sniffer\githubminer\model\PullRequest.java,155,0.0,0,0,0,0,0,0,41,10,0,1,0,156,0,1,Type2
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\GitHubMiner\src\main\java\fr\inria\sniffer\githubminer\model\PullRequestCommit.java,20,0.0,0,0,0,0,0,0,6,0,0,0,0,21,0,0,Type2
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\GitHubMiner\src\main\java\fr\inria\sniffer\githubminer\model\Repository.java,138,0.0,0,0,0,0,0,0,43,10,0,1,0,139,0,1,Type2
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\GitHubMiner\src\main\java\fr\inria\sniffer\githubminer\model\State.java,6,0.0,0,0,0,0,0,0,2,3,0,0,0,7,0,0,Type2
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\GitHubMiner\src\main\java\fr\inria\sniffer\githubminer\neo4j\CommitsQuery.java,24,0.0,0,0,0,0,0,0,8,2,0,1,0,25,0,0,Type2
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\GitHubMiner\src\main\java\fr\inria\sniffer\githubminer\neo4j\DatabaseManager.java,59,0.0,0,0,0,0,0,0,9,2,0,1,0,60,0,0,Type2
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\GitHubMiner\src\main\java\fr\inria\sniffer\githubminer\neo4j\ModelToGraph.java,254,0.0,0,0,0,0,0,0,35,19,0,1,0,255,0,1,Type2
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\GitHubMiner\src\main\java\fr\inria\sniffer\githubminer\neo4j\Query.java,29,0.0,0,0,0,0,0,0,8,15,0,1,0,30,0,0,Type2
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\GitHubMiner\src\main\java\fr\inria\sniffer\githubminer\neo4j\QueryEngine.java,192,0.0,0,0,0,0,0,0,26,21,0,1,0,193,0,1,Type2
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\GitHubMiner\src\main\java\fr\inria\sniffer\githubminer\neo4j\RelationTypes.java,7,0.0,0,0,0,0,0,0,3,3,0,0,0,8,0,0,Type2
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\gradle\wrapper\gradle-wrapper.jar,376,0.0,0,0,0,0,0,0,3,1392,0,1,1,1501,0,1,Type2
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\gradle\wrapper\gradle-wrapper.properties,4,0.0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,Type2
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\output\.gitignore,1,0.0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,Type2
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\ProjectProfiler\.gitignore,3,0.0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,Type2
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\ProjectProfiler\README.md,5,0.0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,Type2
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\ProjectProfiler\requirements.txt,5,0.4,0,0,0,0,0,0,2,0,0,0,0,6,0,0,Type2
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\ProjectProfiler\setup.py,30,0.0,1,0,0,0,0,0,6,7,0,1,0,32,0,0,Type2
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\ProjectProfiler\standalone_random.py,266,0.0526315789473684,19,0,0,0,0,0,46,15,0,1,0,286,1,1,Type2
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\ProjectProfiler\project_profiler\__init__.py,1,0.0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,Type2
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\ProjectProfiler\project_profiler\__main__.py,67,0.0895522388059701,4,0,0,0,0,0,20,6,3,1,0,72,0,0,Type2
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\ProjectProfiler\project_profiler\analysis\computation.py,86,0.0116279069767441,10,0,0,0,0,0,26,1,0,1,0,97,1,0,Type2
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\ProjectProfiler\project_profiler\analysis\output.py,38,0.0263157894736842,4,0,0,0,0,0,10,1,0,1,0,43,1,0,Type2
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\ProjectProfiler\project_profiler\analysis\processing.py,63,0.0634920634920634,6,0,0,0,0,0,12,2,1,1,0,70,1,0,Type2
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\ProjectProfiler\project_profiler\analysis\__init__.py,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Type2
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\ProjectProfiler\project_profiler\analysis\commits\classification.py,90,0.0333333333333333,11,0,0,0,0,0,29,1,0,1,0,102,1,0,Type2
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\ProjectProfiler\project_profiler\analysis\commits\computation.py,98,0.010204081632653,11,0,0,0,0,0,25,0,0,1,0,110,1,0,Type2
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\ProjectProfiler\project_profiler\analysis\commits\output.py,67,0.0,3,0,0,0,0,0,12,29,0,1,0,71,1,0,Type2
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\ProjectProfiler\project_profiler\analysis\commits\__init__.py,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Type2
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\ProjectProfiler\project_profiler\analysis\ownership\computation.py,74,0.027027027027027,8,0,0,0,0,0,18,0,0,1,0,83,1,0,Type2
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\ProjectProfiler\project_profiler\analysis\ownership\output.py,45,0.0222222222222222,5,0,0,0,0,0,15,12,0,1,0,51,1,0,Type2
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\ProjectProfiler\project_profiler\analysis\ownership\__init__.py,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Type2
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\ProjectProfiler\project_profiler\analysis\projects\computation.py,13,0.0769230769230769,2,0,0,0,0,0,7,1,1,0,0,16,1,0,Type2
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\ProjectProfiler\project_profiler\analysis\projects\output.py,28,0.0714285714285714,3,0,0,0,0,0,11,8,2,1,0,32,1,0,Type2
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\ProjectProfiler\project_profiler\analysis\projects\__init__.py,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Type2
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\ProjectProfiler\project_profiler\binding\merge.py,23,0.4782608695652174,1,0,0,0,0,0,7,0,0,0,0,25,0,0,Type2
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\ProjectProfiler\project_profiler\binding\smells.py,201,0.0199004975124378,21,0,0,0,0,0,37,17,0,1,0,223,1,1,Type2
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\ProjectProfiler\project_profiler\binding\__init__.py,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Type2
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\ProjectProfiler\project_profiler\binding\mergers\intro.py,70,0.0142857142857142,4,0,0,0,0,0,13,8,0,1,0,75,1,0,Type2
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\ProjectProfiler\project_profiler\binding\mergers\rq0.py,51,0.0,4,0,0,0,0,0,11,20,0,1,0,56,1,0,Type2
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\ProjectProfiler\project_profiler\binding\mergers\rq1.py,197,0.0507614213197969,19,0,0,0,0,0,41,40,0,1,0,217,1,1,Type2
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\ProjectProfiler\project_profiler\binding\mergers\rq4.py,187,0.0855614973262032,11,0,0,0,0,0,33,15,0,1,0,199,1,1,Type2
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\ProjectProfiler\project_profiler\binding\mergers\__init__.py,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Type2
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\ProjectProfiler\project_profiler\selection\random_smells.py,174,0.0344827586206896,13,0,0,0,0,0,35,8,0,1,0,188,1,1,Type2
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\ProjectProfiler\project_profiler\selection\__init__.py,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Type2
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\ProjectProfiler\project_profiler\validation\__init__.py,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Type2
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\ProjectProfiler\project_profiler\validation\__main__.py,131,0.0305343511450381,9,0,0,0,0,0,25,52,0,1,0,141,1,1,Type2
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\ProjectProfiler\tests\__init__.py,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Type2
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\ProjectProfiler\tests\analysis\__init__.py,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Type2
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\ProjectProfiler\tests\analysis\commits\test_classification.py,14,0.0714285714285714,4,0,0,0,0,0,9,1,1,0,0,19,0,0,Type2
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\ProjectProfiler\tests\analysis\commits\test_computation.py,18,0.1666666666666666,4,0,0,0,0,0,13,3,3,0,0,23,0,0,Type2
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\ProjectProfiler\tests\analysis\commits\__init__.py,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Type2
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\ProjectProfiler\tests\analysis\ownership\__init__.py,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Type2
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\ProjectProfiler\tests\binding\test_smells.py,21,0.0,4,0,0,0,0,0,9,0,0,1,0,26,0,0,Type2
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\ProjectProfiler\tests\binding\__init__.py,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Type2
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\scripts\complementaryDataLoop.sh,132,0.2954545454545454,0,0,0,0,0,0,17,11,0,1,0,133,0,0,Type2
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\scripts\devNote.sh,187,0.320855614973262,0,0,0,0,0,0,27,31,1,1,0,188,0,1,Type2
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\scripts\group.py,59,0.1016949152542373,2,0,0,0,0,0,15,9,0,1,0,62,0,0,Type2
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\scripts\metricLoop.sh,46,0.1739130434782608,0,0,0,0,0,0,5,1,0,1,0,47,0,0,Type2
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\scripts\packResults.sh,10,0.2,0,0,0,0,0,0,5,4,0,0,0,11,0,0,Type2
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\scripts\README.md,31,0.1612903225806451,0,0,0,0,0,0,22,1,0,1,0,31,0,0,Type2
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\scripts\tools\.gitignore,1,0.0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,Type2
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\SmellDetector\.gitignore,7,0.0,0,0,0,0,0,0,1,2,0,0,0,8,0,0,Type2
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\SmellDetector\build.gradle,35,0.0,0,0,0,0,0,0,12,0,0,1,0,36,0,0,Type2
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\SmellDetector\gradlew,148,0.1418918918918918,0,0,0,0,0,0,21,54,0,1,0,149,0,1,Type2
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\SmellDetector\gradlew.bat,60,0.0,0,0,0,0,0,0,24,20,0,1,0,61,0,0,Type2
C:/Users/norhe/pfaa\Android-Code-Smell-Detection\SmellDetector\LICENSE,511,0.0,0,0,0,0,0,0,108,234,0,1,0,512,0,1,Type2
